ID,wk1,wk2,wk3,wk4,wk5,wk6,wk7,wk8,wk9,wk10,yr1,yr2,north,south,year,region
YL-N63,0,0,0,1,1,0,0,0,0,0,1,0,0,1,2014,south
YL-N62,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2014,south
YL-N61,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2014,south
YL-N59,0,0,1,0,1,0,1,1,0,0,1,0,0,1,2014,south
YL-N58,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2014,south
YL-N57,0,0,0,0,1,1,0,0,0,0,1,0,0,1,2014,south
YL-N56,0,0,0,1,1,1,1,0,0,0,1,0,0,1,2014,south
YL-N55,0,0,0,0,1,1,0,0,0,0,1,0,0,1,2014,south
YL-N54,0,0,0,1,0,0,0,1,0,1,1,0,0,1,2014,south
YL-N52,0,0,0,1,0,1,1,0,0,0,1,0,0,1,2014,south
YL-N51,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2014,south
YL-N50,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2014,south
YL-N49,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2014,south
YL-N48,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2014,south
YL-N47,0,0,0,0,0,1,1,0,0,0,1,0,0,1,2014,south
YL-N43,0,0,0,1,0,1,1,0,0,0,1,0,0,1,2014,south
YL-N42,0,0,0,0,0,0,0,1,1,0,1,0,0,1,2014,south
YL-N41,0,0,0,0,1,0,0,1,0,0,1,0,0,1,2014,south
YL-N3D,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2014,south
YL-N39,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2014,south
YL-N38,0,0,0,0,1,1,1,0,1,0,1,0,0,1,2014,south
YL-N36,0,0,0,0,1,1,1,1,1,0,1,0,0,1,2014,south
YL-N34,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2014,south
YL-N33,0,0,0,1,1,0,1,1,0,0,1,0,0,1,2014,south
YL-N32,0,0,0,0,1,1,0,1,1,0,1,0,0,1,2014,south
YL-N31,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2014,south
YL-N30,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2014,south
YL-N29,0,0,0,0,0,1,1,0,0,0,1,0,0,1,2014,south
YL-N27,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2014,south
YL-N26,0,0,0,1,1,0,0,0,0,0,1,0,0,1,2014,south
YL-N21,0,0,1,0,1,0,0,1,0,0,1,0,0,1,2014,south
YL-N20,0,0,0,1,1,0,1,1,0,0,1,0,0,1,2014,south
YL-N18,0,0,0,0,1,1,0,0,0,0,1,0,0,1,2014,south
YL-N13,0,0,1,1,0,1,0,0,0,1,1,0,0,1,2014,south
YL-N12,0,1,1,1,0,0,1,0,0,0,1,0,0,1,2014,south
YL-N10,0,0,0,0,1,1,1,0,0,0,1,0,0,1,2014,south
YL-N09,0,1,0,0,1,1,1,0,0,0,1,0,0,1,2014,south
YL-N08,0,0,1,1,1,1,1,0,0,0,1,0,0,1,2014,south
YL-N07,0,0,1,1,1,0,0,1,0,0,1,0,0,1,2014,south
YL-N06,0,0,1,0,1,1,1,1,0,0,1,0,0,1,2014,south
YL-N05,0,0,1,0,1,0,0,0,1,0,1,0,0,1,2014,south
YL-N04,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2014,south
YL-N03,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2014,south
YL-N02,0,0,0,1,0,0,1,0,0,0,1,0,0,1,2014,south
YL-N01,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2014,south
YL-M94,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2014,south
YL-M93,0,0,1,0,0,1,1,0,0,0,1,0,0,1,2014,south
YL-M92,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2014,south
YL-M90,0,0,0,0,1,0,0,1,0,0,1,0,0,1,2014,south
YL-M89,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2014,south
YL-M87,0,0,0,1,1,0,1,0,0,0,1,0,0,1,2014,south
YL-M86,0,0,0,1,1,1,1,0,0,0,1,0,0,1,2014,south
YL-M85,0,0,1,1,0,0,0,0,0,0,1,0,0,1,2014,south
YL-M81,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2014,south
YL-M80,0,0,0,1,0,1,0,0,0,0,1,0,0,1,2014,south
YL-M79,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2014,south
YL-M76,0,0,1,0,0,0,1,1,0,0,1,0,0,1,2014,south
YL-M75,0,0,1,0,0,0,1,0,0,0,1,0,0,1,2014,south
YL-M73,0,0,0,1,0,0,1,0,0,0,1,0,0,1,2014,south
YL-M72,0,0,1,1,1,1,1,0,0,0,1,0,0,1,2014,south
YL-M71,0,0,0,1,1,0,0,0,1,0,1,0,0,1,2014,south
YL-M67,0,0,0,0,0,1,1,0,1,0,1,0,0,1,2014,south
YL-M65,0,0,1,0,0,1,0,1,0,0,1,0,0,1,2014,south
YL-M60,0,1,0,1,0,1,0,1,0,0,1,0,0,1,2014,south
YL-M59,0,0,1,0,1,0,1,0,0,0,1,0,0,1,2014,south
YL-M57,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2014,south
YL-M56,0,1,1,1,0,0,1,0,0,0,1,0,0,1,2014,south
YL-M55,0,0,0,1,1,0,0,0,0,0,1,0,0,1,2014,south
YL-M53,0,1,0,1,1,1,1,1,0,0,1,0,0,1,2014,south
YL-M48,0,0,0,0,0,1,0,0,1,0,1,0,0,1,2014,south
YL-M44,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2014,south
YL-M41,0,1,1,0,0,0,0,0,0,0,1,0,0,1,2014,south
YL-M38,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2014,south
YL-M30,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2014,south
YL-M29,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2014,south
YL-M28,0,0,0,1,1,1,0,0,1,0,1,0,0,1,2014,south
YL-M27,0,1,1,0,0,0,1,0,0,0,1,0,0,1,2014,south
YL-M25,0,0,0,0,0,1,1,1,0,0,1,0,0,1,2014,south
YL-M24,0,0,0,0,1,1,0,1,0,0,1,0,0,1,2014,south
YL-M23,0,0,0,0,1,0,1,0,0,0,1,0,0,1,2014,south
YL-M22,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2014,south
YL-M21,0,0,0,0,1,0,1,1,0,0,1,0,0,1,2014,south
YL-M20,0,0,0,0,0,1,1,0,1,0,1,0,0,1,2014,south
YL-M19,0,0,0,1,1,0,1,1,0,0,1,0,0,1,2014,south
YL-M18,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2014,south
YL-M17,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2014,south
YL-M16,0,0,1,0,1,1,1,0,0,0,1,0,0,1,2014,south
YL-M15,0,0,1,0,1,0,0,0,0,0,1,0,0,1,2014,south
YL-M14,0,0,0,1,1,0,0,0,0,0,1,0,0,1,2014,south
YL-M13,0,1,0,0,1,1,1,1,1,0,1,0,0,1,2014,south
YL-M12,0,0,1,1,0,1,0,1,0,0,1,0,0,1,2014,south
YL-M11,0,0,0,1,1,1,1,0,1,0,1,0,0,1,2014,south
YL-M09,0,0,1,0,1,0,0,0,0,0,1,0,0,1,2014,south
YL-M08,0,0,1,1,1,1,1,1,0,0,1,0,0,1,2014,south
YL-M07,0,0,1,1,0,1,1,0,0,0,1,0,0,1,2014,south
YL-M06,0,0,0,0,1,1,1,1,0,0,1,0,0,1,2014,south
YL-M05,0,0,0,0,1,0,0,1,0,0,1,0,0,1,2014,south
YL-M03,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2014,south
YL-M02,0,1,0,1,0,0,1,0,0,0,1,0,0,1,2014,south
YL-M01,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2014,south
YL-M00,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2014,south
YL-L99,0,0,1,1,0,1,1,1,1,0,1,0,0,1,2014,south
YL-L94,0,0,0,0,1,1,0,0,0,0,1,0,0,1,2014,south
YL-L92,0,0,1,1,1,1,0,1,0,0,1,0,0,1,2014,south
YL-L89,0,0,1,1,0,0,0,0,0,0,1,0,0,1,2014,south
YL-L85,0,0,0,0,1,1,1,1,0,0,1,0,0,1,2014,south
YL-L84,0,0,0,0,1,1,1,0,0,0,1,0,0,1,2014,south
YL-L83,0,0,0,1,0,0,0,0,0,1,1,0,0,1,2014,south
YL-L82,0,0,0,0,0,1,1,1,0,0,1,0,0,1,2014,south
YL-L81,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2014,south
YL-L78,0,0,1,1,0,1,0,0,0,0,1,0,0,1,2014,south
YL-L77,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2014,south
YL-L74,0,0,0,1,1,0,1,0,0,0,1,0,0,1,2014,south
YL-L71,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2014,south
YL-L70,0,0,0,0,0,1,1,1,0,0,1,0,0,1,2014,south
YL-L69,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2014,south
YL-L66,0,0,0,1,1,1,1,1,0,0,1,0,0,1,2014,south
YL-L62,0,0,0,1,1,0,1,1,0,0,1,0,0,1,2014,south
YL-L60,0,1,0,0,1,1,0,0,0,0,1,0,0,1,2014,south
YL-L59,0,0,0,1,0,0,1,0,0,0,1,0,0,1,2014,south
YL-L57,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2014,south
YL-L54,0,0,1,1,1,1,0,0,0,0,1,0,0,1,2014,south
YL-L53,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2014,south
YL-L52,0,0,1,0,1,0,0,0,0,0,1,0,0,1,2014,south
YL-L51,0,0,0,0,1,1,1,0,0,0,1,0,0,1,2014,south
YL-L50,0,1,1,0,1,0,0,0,0,0,1,0,0,1,2014,south
YL-L49,0,0,0,0,1,0,1,1,0,0,1,0,0,1,2014,south
YL-L48,0,0,1,0,0,1,0,0,0,0,1,0,0,1,2014,south
YL-L46,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2014,south
YL-L44,0,0,0,0,1,0,1,0,0,0,1,0,0,1,2014,south
YL-L43,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2014,south
YL-L42,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2014,south
YL-L41,0,0,0,0,1,0,1,1,0,0,1,0,0,1,2014,south
YL-L40,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2014,south
YL-L37,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2014,south
YL-L36,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2014,south
YL-L35,0,0,0,0,1,1,0,0,0,0,1,0,0,1,2014,south
YL-L34,0,0,1,0,0,1,1,1,0,0,1,0,0,1,2014,south
YL-L33,0,0,0,0,1,0,1,0,0,1,1,0,0,1,2014,south
YL-L31,0,0,0,0,1,1,0,0,0,0,1,0,0,1,2014,south
YL-L30,0,0,0,1,1,1,1,0,1,0,1,0,0,1,2014,south
YL-L29,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2014,south
YL-L28,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2014,south
YL-L27,0,1,1,1,1,0,0,0,0,0,1,0,0,1,2014,south
YL-L26,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2014,south
YL-L25,0,0,0,1,1,0,1,0,0,0,1,0,0,1,2014,south
YL-L24,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2014,south
YL-L23,0,0,1,1,1,0,1,0,0,0,1,0,0,1,2014,south
YL-L22,0,0,1,0,1,0,0,0,0,0,1,0,0,1,2014,south
YL-L21,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2014,south
YL-L20,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2014,south
YL-L19,0,0,1,0,0,0,1,0,0,0,1,0,0,1,2014,south
YL-L18,0,0,1,0,1,1,0,0,0,0,1,0,0,1,2014,south
YL-L17,0,0,0,0,0,1,1,0,0,0,1,0,0,1,2014,south
YL-L16,0,0,0,1,1,1,1,0,0,0,1,0,0,1,2014,south
YL-L15,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2014,south
YL-L14,0,0,1,1,1,0,0,1,0,0,1,0,0,1,2014,south
YL-L11,0,0,0,1,0,1,1,1,0,0,1,0,0,1,2014,south
YL-L10,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2014,south
YL-L09,0,0,0,1,1,0,1,0,0,0,1,0,0,1,2014,south
YL-L07,0,0,1,0,0,1,0,1,0,0,1,0,0,1,2014,south
YL-L06,0,0,1,0,1,1,0,0,0,0,1,0,0,1,2014,south
YL-L05,0,1,1,1,0,0,1,0,1,0,1,0,0,1,2014,south
YL-L04,0,0,0,0,1,0,1,0,0,0,1,0,0,1,2014,south
YL-L03,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2014,south
YL-L02,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2014,south
YL-L01,0,0,1,1,1,0,0,0,0,0,1,0,0,1,2014,south
YL-K99,0,1,0,0,0,1,0,0,0,0,1,0,0,1,2014,south
YL-K98,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2014,south
YL-K97,0,0,0,0,0,1,1,0,0,0,1,0,0,1,2014,south
YL-K95,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2014,south
YL-K94,0,1,0,1,1,1,0,1,0,0,1,0,0,1,2014,south
YL-K92,0,0,1,1,0,0,0,0,0,0,1,0,0,1,2014,south
YL-K91,0,1,1,1,1,1,1,1,0,0,1,0,0,1,2014,south
YL-K89,0,0,0,0,1,0,1,0,0,0,1,0,0,1,2014,south
YL-K88,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2014,south
YL-K86,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2014,south
YL-K85,0,1,1,0,1,1,1,1,0,0,1,0,0,1,2014,south
YL-K82,0,1,1,0,1,1,0,1,1,0,1,0,0,1,2014,south
YL-K81,0,0,1,1,1,1,1,0,0,0,1,0,0,1,2014,south
YL-K80,0,0,1,1,0,1,1,1,0,0,1,0,0,1,2014,south
YL-K79,0,0,1,1,1,1,0,0,0,0,1,0,0,1,2014,south
YL-K76,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2014,south
YL-K73,0,1,1,1,1,1,0,0,0,0,1,0,0,1,2014,south
YL-K72,0,1,1,0,0,0,0,0,0,0,1,0,0,1,2014,south
YL-K71,0,0,1,0,0,0,1,0,0,0,1,0,0,1,2014,south
YL-K70,0,0,1,1,0,0,0,0,0,0,1,0,0,1,2014,south
YL-K69,0,1,0,1,0,0,1,0,0,1,1,0,0,1,2014,south
YL-K68,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2014,south
YL-K67,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2014,south
YL-K66,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2014,south
YL-K65,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2014,south
YL-K64,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2014,south
YL-K63,0,0,0,0,1,0,1,1,1,0,1,0,0,1,2014,south
YL-K62,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2014,south
YL-K61,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2014,south
YL-K59,0,0,1,1,0,0,1,0,0,0,1,0,0,1,2014,south
YL-K56,0,0,1,0,1,0,0,0,0,0,1,0,0,1,2014,south
YL-K55,0,1,1,0,0,1,1,1,0,0,1,0,0,1,2014,south
YL-K54,0,0,0,0,1,1,1,0,0,0,1,0,0,1,2014,south
YL-K53,0,1,1,0,1,0,0,0,0,0,1,0,0,1,2014,south
YL-K52,0,0,1,1,1,1,1,0,1,0,1,0,0,1,2014,south
YL-K51,0,0,0,0,1,0,1,0,0,0,1,0,0,1,2014,south
YL-K50,0,1,1,1,1,1,1,0,0,0,1,0,0,1,2014,south
YL-K49,0,0,0,0,1,1,1,1,0,0,1,0,0,1,2014,south
YL-K48,0,0,1,0,1,0,0,0,0,0,1,0,0,1,2014,south
YL-K47,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2014,south
YL-K45,0,0,1,1,1,0,0,1,0,0,1,0,0,1,2014,south
YL-K44,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2014,south
YL-K42,0,0,1,0,1,0,0,0,0,0,1,0,0,1,2014,south
YL-K41,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2014,south
YL-K40,0,0,0,0,0,1,1,1,0,0,1,0,0,1,2014,south
YL-K38,0,0,1,1,0,1,0,0,0,0,1,0,0,1,2014,south
YL-K37,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2014,south
YL-K35,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2014,south
YL-K34,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2014,south
YL-K33,0,0,0,1,0,0,1,0,0,0,1,0,0,1,2014,south
YL-K32,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2014,south
YL-K31,0,0,1,0,1,0,1,1,0,0,1,0,0,1,2014,south
YL-K29,0,0,0,0,0,1,1,1,0,0,1,0,0,1,2014,south
YL-K28,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2014,south
YL-K27,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2014,south
YL-K26,0,1,1,0,0,0,0,0,0,0,1,0,0,1,2014,south
YL-K25,0,0,0,1,1,1,1,0,0,0,1,0,0,1,2014,south
YL-K22,0,0,0,1,1,0,0,0,0,0,1,0,0,1,2014,south
YL-K21,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2014,south
YL-K20,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2014,south
YL-K19,0,0,0,1,1,0,0,1,1,0,1,0,0,1,2014,south
YL-K18,0,1,0,1,1,1,0,1,0,1,1,0,0,1,2014,south
YL-K16,0,0,0,0,0,0,0,1,1,0,1,0,0,1,2014,south
YL-K15,0,0,0,1,1,1,1,0,0,0,1,0,0,1,2014,south
YL-K14,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2014,south
YL-K13,0,0,0,0,0,1,1,1,0,0,1,0,0,1,2014,south
YL-K12,0,0,0,0,1,1,0,1,0,0,1,0,0,1,2014,south
YL-K11,0,0,1,1,0,1,1,1,0,0,1,0,0,1,2014,south
YL-K10,0,1,1,1,0,0,0,1,0,0,1,0,0,1,2014,south
YL-K09,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2014,south
YL-K08,0,0,1,0,0,1,1,0,0,0,1,0,0,1,2014,south
YL-K07,0,0,0,0,0,1,0,0,1,1,1,0,0,1,2014,south
YL-K06,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2014,south
YL-K05,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2014,south
YL-K02,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2014,south
YL-K01,0,0,1,0,0,0,1,0,0,0,1,0,0,1,2014,south
YL-J99,0,1,1,1,0,1,1,0,1,0,1,0,0,1,2014,south
YL-J96,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2014,south
YL-J95,0,0,0,1,1,0,1,0,0,0,1,0,0,1,2014,south
YL-J93,0,0,1,0,1,1,1,0,0,0,1,0,0,1,2014,south
YL-J91,0,0,1,0,0,0,0,0,1,0,1,0,0,1,2014,south
YL-J89,0,0,0,0,0,1,1,0,0,0,1,0,0,1,2014,south
YL-J88,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2014,south
YL-J86,0,0,1,1,1,1,0,0,0,0,1,0,0,1,2014,south
YL-J84,0,0,0,0,1,1,1,1,0,0,1,0,0,1,2014,south
YL-J83,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2014,south
YL-J81,0,1,1,1,0,0,0,0,0,0,1,0,0,1,2014,south
YL-J80,0,0,1,1,1,0,0,0,0,0,1,0,0,1,2014,south
YL-J79,0,1,1,0,0,1,1,1,0,0,1,0,0,1,2014,south
YL-J78,0,0,1,1,0,1,0,0,0,0,1,0,0,1,2014,south
YL-J75,0,1,1,1,0,1,0,0,0,0,1,0,0,1,2014,south
YL-J74,0,0,0,0,0,1,1,0,0,0,1,0,0,1,2014,south
YL-J73,0,0,1,1,0,0,1,1,0,0,1,0,0,1,2014,south
YL-J72,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2014,south
YL-J71,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2014,south
YL-J68,0,1,1,0,1,1,0,0,0,0,1,0,0,1,2014,south
YL-J63,0,0,0,1,0,1,0,1,0,0,1,0,0,1,2014,south
YL-J62,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2014,south
YL-J61,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2014,south
YL-J60,0,1,1,0,1,0,0,0,0,0,1,0,0,1,2014,south
YL-J59,1,1,0,0,0,1,0,0,0,0,1,0,0,1,2014,south
YL-J58,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2014,south
YL-J57,0,0,0,1,1,0,0,0,0,0,1,0,0,1,2014,south
YL-J56,0,0,1,1,1,1,1,0,1,0,1,0,0,1,2014,south
YL-J55,0,0,1,1,0,0,0,0,0,0,1,0,0,1,2014,south
YL-J53,0,0,0,0,1,0,1,0,0,0,1,0,0,1,2014,south
YL-J51,0,0,1,1,0,0,0,0,0,0,1,0,0,1,2014,south
YL-J50,0,1,1,1,0,0,0,0,0,0,1,0,0,1,2014,south
YL-J48,0,0,1,1,0,0,0,0,0,0,1,0,0,1,2014,south
YL-J47,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2014,south
YL-J46,0,1,1,0,0,0,0,0,0,0,1,0,0,1,2014,south
YL-J44,0,1,1,1,1,0,0,0,0,0,1,0,0,1,2014,south
YL-J42,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2014,south
YL-J40,0,0,1,0,1,0,0,0,0,0,1,0,0,1,2014,south
YL-J39,0,0,0,1,1,0,0,0,0,0,1,0,0,1,2014,south
YL-J37,0,0,0,1,1,1,1,1,0,0,1,0,0,1,2014,south
YL-J36,0,1,1,0,0,0,1,0,1,1,1,0,0,1,2014,south
YL-J35,0,1,0,1,1,0,0,0,0,0,1,0,0,1,2014,south
YL-J34,0,0,0,0,1,1,0,0,0,0,1,0,0,1,2014,south
YL-J33,0,1,1,0,0,1,0,0,0,0,1,0,0,1,2014,south
YL-J32,0,1,1,1,1,1,1,0,0,0,1,0,0,1,2014,south
YL-J31,0,0,0,0,0,1,1,1,0,0,1,0,0,1,2014,south
YL-J30,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2014,south
YL-J29,0,1,1,0,0,0,0,0,0,0,1,0,0,1,2014,south
YL-J27,0,1,0,0,0,0,1,0,0,0,1,0,0,1,2014,south
YL-J26,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2014,south
YL-J25,0,0,0,1,1,0,0,1,0,0,1,0,0,1,2014,south
YL-J24,0,1,1,0,0,0,0,0,0,0,1,0,0,1,2014,south
YL-J23,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2014,south
YL-J22,0,0,1,1,0,1,0,0,0,0,1,0,0,1,2014,south
YL-J21,0,1,0,1,1,1,1,1,0,0,1,0,0,1,2014,south
YL-J20,0,0,1,0,1,0,0,1,0,0,1,0,0,1,2014,south
YL-J19,0,0,1,0,0,1,1,0,0,0,1,0,0,1,2014,south
YL-J18,0,1,0,1,1,0,0,0,0,0,1,0,0,1,2014,south
YL-J17,0,1,0,1,0,1,0,0,0,0,1,0,0,1,2014,south
YL-J16,0,1,1,1,1,0,1,0,0,0,1,0,0,1,2014,south
YL-J15,0,0,1,1,0,0,1,0,0,0,1,0,0,1,2014,south
YL-J12,0,0,1,0,0,0,1,1,0,0,1,0,0,1,2014,south
YL-J11,0,1,0,0,1,0,0,0,0,0,1,0,0,1,2014,south
YL-J10,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2014,south
YL-J09,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2014,south
YL-J07,0,0,0,0,1,0,1,0,1,0,1,0,0,1,2014,south
YL-J05,0,0,0,1,1,0,1,0,0,0,1,0,0,1,2014,south
YL-J04,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2014,south
YL-J03,0,0,1,1,0,0,0,0,0,0,1,0,0,1,2014,south
YL-J02,0,0,1,0,1,0,0,1,0,0,1,0,0,1,2014,south
YL-J01,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2014,south
YL-J00,0,0,0,0,1,0,0,1,0,1,1,0,0,1,2014,south
YL-F14,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2014,south
YL-F13,0,0,1,0,1,0,0,1,0,0,1,0,0,1,2014,south
YL-F12,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2014,south
YL-F10,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2014,south
YL-F09,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2014,south
YL-F05,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2014,south
YL-F03,0,0,0,0,1,0,0,1,0,0,1,0,0,1,2014,south
YL-F02,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2014,south
YL-F01,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2014,south
YL-F00,0,0,1,0,0,1,1,0,0,0,1,0,0,1,2014,south
YL-B67,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2014,north
YL-B65,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2014,north
YL-B61,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2014,north
YL-B52,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2014,north
RD-Y22,0,0,0,0,0,1,0,1,0,1,1,0,1,0,2014,north
RD-Y21,0,0,0,0,1,0,1,1,1,0,1,0,1,0,2014,north
RD-Y20,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2014,north
RD-Y15,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2014,north
RD-Y14,0,0,0,1,1,0,0,0,0,0,1,0,1,0,2014,north
RD-Y13,0,0,0,0,0,1,1,1,0,0,1,0,1,0,2014,north
RD-Y10,0,0,0,0,1,0,1,0,0,0,1,0,1,0,2014,north
RD-Y09,0,0,0,0,1,1,1,0,0,0,1,0,1,0,2014,north
RD-Y08,0,0,0,0,1,0,0,0,1,0,1,0,1,0,2014,north
RD-Y06,0,0,0,0,0,1,1,0,1,1,1,0,1,0,2014,north
RD-Y05,0,0,0,0,0,1,1,1,0,0,1,0,1,0,2014,north
RD-Y04,0,0,1,1,1,1,0,0,1,1,1,0,1,0,2014,north
RD-Y02,0,0,0,0,0,1,1,0,0,0,1,0,1,0,2014,north
RD-U45,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2014,north
RD-U15,0,0,0,0,0,1,1,1,1,0,1,0,1,0,2014,north
RD-U12,0,0,0,0,1,1,1,1,0,0,1,0,1,0,2014,north
RD-U00,0,0,0,0,0,1,1,1,0,0,1,0,1,0,2014,north
RD-T84,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2014,north
RD-T81,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2014,north
RD-T68,0,0,0,0,0,1,1,0,0,0,1,0,1,0,2014,north
RD-T66,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2014,north
RD-T64,0,0,0,1,1,1,0,0,0,0,1,0,1,0,2014,north
RD-T62,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2014,north
RD-T61,0,0,0,0,1,1,1,1,0,0,1,0,1,0,2014,north
RD-T60,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2014,north
RD-T58,0,0,0,0,0,1,1,0,0,1,1,0,1,0,2014,north
RD-T57,0,0,0,0,1,1,0,0,0,0,1,0,1,0,2014,north
RD-T56,0,0,0,0,0,1,1,0,0,0,1,0,1,0,2014,north
